VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,   "rms[Rho_5]"   ,   "rms[Rho_6]"   ,   "rms[Rho_7]"   ,   "rms[Rho_8]"   ,   "rms[Rho_9]"   ,   "rms[Rho_10]"  ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,     "rms[nu]"    
          0,           0,         367,      -22.83176103,      -4.848470335,       -5.36591092,      -12.87572596,      -13.16351084,      -10.26544603,      -17.23017325,      -22.56654729,      -15.88810425,      -16.14157834,      -19.82062847,     -0.5000182719,      -1.410509707,       3.077594719,      0.2129811925,     -0.3936600653
          0,           0,         368,      -22.82550849,      -4.848727541,      -5.366168129,       -12.8731592,      -13.16086725,      -10.26400519,      -17.23031106,      -22.56004406,      -15.88824191,      -16.14157838,      -19.82079102,     -0.5003980876,      -1.411027233,        3.07694071,      0.2130961765,     -0.3944596552
          0,           0,         369,      -22.81927246,      -4.848984035,      -5.366424627,      -12.87059937,      -13.15823063,      -10.26256813,      -17.23044874,      -22.55353541,      -15.88837943,      -16.14157841,      -19.82095336,     -0.5007773872,      -1.411543963,       3.076287498,      0.2132119071,     -0.3952586739
          0,           0,         370,      -22.81305287,       -4.84923982,      -5.366680415,      -12.86804645,      -13.15560096,      -10.26113484,      -17.23058627,      -22.54702204,      -15.88851678,      -16.14157843,      -19.82111547,     -0.5011561716,      -1.412059897,       3.075635083,      0.2133283865,     -0.3960571202
          0,           0,         371,      -22.80684964,      -4.849494896,      -5.366935495,      -12.86550039,      -13.15297819,      -10.25970529,      -17.23072364,      -22.54050464,      -15.88865398,      -16.14157845,      -19.82127735,     -0.5015344418,      -1.412575034,       3.074983463,      0.2134456167,     -0.3968549931
          0,           0,         372,      -22.80066267,      -4.849749267,      -5.367189869,      -12.86296116,      -13.15036229,      -10.25827947,      -17.23086085,      -22.53398384,      -15.88879101,      -16.14157846,      -19.82143899,     -0.5019121987,      -1.413089375,       3.074332638,      0.2135635999,     -0.3976522914
          0,           0,         373,      -22.79449189,      -4.850002932,      -5.367443539,      -12.86042872,      -13.14775322,      -10.25685736,      -17.23099792,       -22.5274603,      -15.88892789,      -16.14157847,       -19.8216004,     -0.5022894433,       -1.41360292,       3.073682606,       0.213682338,     -0.3984490139
          0,           0,         374,      -22.78833721,      -4.850255895,      -5.367696504,      -12.85790304,      -13.14515094,      -10.25543894,      -17.23029063,       -22.5209343,      -15.88822033,       -16.1409755,      -19.82090015,     -0.5026661765,      -1.414115669,       3.073033366,      0.2138018331,     -0.3992451596
          0,           0,         375,      -22.78219857,      -4.850508155,      -5.367948769,      -12.85538409,      -13.14255543,       -10.2540242,      -17.23053961,      -22.51440713,      -15.88846913,      -16.14106364,      -19.82117545,     -0.5030423994,      -1.414627624,       3.072384918,       0.213922087,     -0.4000407273
          0,           0,         376,      -22.77607587,      -4.850759715,      -5.368200332,      -12.85287183,      -13.13996665,       -10.2526131,       -17.2313917,      -22.50787918,      -15.88932106,       -16.1415644,      -19.82206645,     -0.5034181128,      -1.415138783,        3.07173726,      0.2140431018,     -0.4008357158
          0,           0,         377,      -22.76996904,      -4.851010577,      -5.368451198,      -12.85036621,      -13.13738456,      -10.25120565,      -17.23154433,      -22.50135056,      -15.88947348,       -16.1415781,      -19.82224344,     -0.5037933176,      -1.415649148,       3.071090393,      0.2141648792,     -0.4016301241
          0,           0,         378,      -22.76387801,      -4.851260741,      -5.368701365,      -12.84786722,      -13.13480913,       -10.2498018,      -17.23168056,      -22.49482206,      -15.88960948,      -16.14157848,      -19.82240364,     -0.5041680149,      -1.416158719,       3.070444314,      0.2142874213,     -0.4024239509
          0,           0,         379,      -22.75780269,      -4.851510209,      -5.368950837,      -12.84537482,      -13.13224032,      -10.24840156,      -17.23090921,       -22.4882939,      -15.88883783,      -16.14095672,      -19.82163548,     -0.5045422055,      -1.416667496,       3.069799023,      0.2144107298,     -0.4032171951
          0,           0,         380,        -22.751743,      -4.851758982,      -5.369199614,      -12.84288896,      -13.12967811,       -10.2470049,      -17.23194013,      -22.48176743,      -15.88986858,       -16.1415686,       -19.8227105,     -0.5049158904,       -1.41717548,       3.069154518,      0.2145348065,     -0.4040098556
          0,           0,         381,      -22.74569888,      -4.852007063,      -5.369447699,      -12.84040962,      -13.12712245,       -10.2456118,      -17.23208862,      -22.47524229,      -15.89001682,      -16.14157833,      -19.82288317,     -0.5052890704,       -1.41768267,         3.0685108,      0.2146596532,     -0.4048019312
          0,           0,         382,      -22.73967025,      -4.852254452,      -5.369695091,      -12.83793677,      -13.12457332,      -10.24422225,      -17.23222436,      -22.46871922,       -15.8901523,      -16.14157849,      -19.82304262,     -0.5056617466,      -1.418189068,       3.067867868,      0.2147852717,     -0.4055934207
          0,           0,         383,      -22.73365702,      -4.852501151,      -5.369941794,      -12.83547037,      -13.12203068,      -10.24283623,      -17.23235994,      -22.46219866,      -15.89028762,      -16.14157849,      -19.82320183,     -0.5060339199,      -1.418694674,       3.067225719,      0.2149116637,     -0.4063843231
          0,           0,         384,      -22.72765913,      -4.852747161,      -5.370187807,      -12.83301039,      -13.11949451,      -10.24145372,      -17.23249541,      -22.45568105,      -15.89042282,      -16.14157849,      -19.82336085,     -0.5064055911,      -1.419199489,       3.066584354,      0.2150388308,     -0.4071746371
          0,           0,         385,      -22.72167651,      -4.852992483,      -5.370433133,      -12.83055679,      -13.11696476,       -10.2400747,      -17.23263075,      -22.44916679,      -15.89055787,      -16.14157849,      -19.82351967,     -0.5067767612,      -1.419703512,       3.065943771,      0.2151667748,     -0.4079643617
          0,           0,         386,      -22.71570907,      -4.853237119,      -5.370677773,      -12.82810955,       -13.1144414,      -10.23869917,      -17.23276595,      -22.44265629,      -15.89069278,      -16.14157849,      -19.82367829,      -0.507147431,      -1.420206745,       3.065303969,      0.2152954972,     -0.4087534955
          0,           0,         387,      -22.70975675,       -4.85348107,      -5.370921728,      -12.82566863,      -13.11192441,      -10.23732709,      -17.23290101,      -22.43614992,      -15.89082754,      -16.14157849,       -19.8238367,     -0.5075176016,      -1.420709188,       3.064664949,      0.2154249997,     -0.4095420375
          0,           0,         388,      -22.70381947,      -4.853724322,      -5.371164984,        -12.823234,      -13.10941376,      -10.23595845,      -17.23303594,      -22.42964807,      -15.89096216,      -16.14157849,      -19.82399491,     -0.5078872685,      -1.421210841,       3.064026713,      0.2155552838,     -0.4103299864
          0,           0,         389,      -22.69789716,      -4.853966868,      -5.371407533,      -12.82080563,       -13.1069094,      -10.23459324,      -17.23220683,      -22.42315085,      -15.89013266,      -16.14089265,      -19.82316776,     -0.5082564294,      -1.421711706,       3.063389265,       0.215686351,     -0.4111173411
          0,           0,         390,      -22.69198975,       -4.85420871,      -5.371649378,      -12.81838349,      -13.10441131,      -10.23323145,      -17.23102121,      -22.41665875,       -15.8889466,      -16.13998069,       -19.8219757,     -0.5086250855,      -1.422211782,       3.062752604,      0.2158182029,     -0.4119041002
          0,           0,         391,      -22.68609718,      -4.854449848,       -5.37189052,      -12.81596754,      -13.10191946,      -10.23187304,      -17.23261647,      -22.41017283,      -15.89054163,      -16.14099836,      -19.82362647,     -0.5089932376,      -1.422711071,       3.062116728,       0.215950841,     -0.4126902628
          0,           0,         392,      -22.68021936,      -4.854690285,      -5.372130961,      -12.81355776,      -13.09943382,      -10.23051802,      -17.23313731,      -22.40369247,      -15.89106215,      -16.14126987,       -19.8241789,     -0.5093608868,      -1.423209573,       3.061481637,      0.2160842666,     -0.4134758276
          0,           0,         393,      -22.67435623,      -4.854930021,      -5.372370701,      -12.81115411,      -13.09695436,      -10.22916635,      -17.23366721,      -22.39721827,      -15.89159172,      -16.14154677,      -19.82474072,      -0.509728034,      -1.423707289,        3.06084733,      0.2162184812,     -0.4142607934
          0,           0,         394,      -22.66850772,       -4.85516906,      -5.372609744,      -12.80875657,      -13.09448104,      -10.22781804,       -17.2338384,      -22.39075042,      -15.89176254,      -16.14157514,      -19.82493564,     -0.5100946801,      -1.424204218,       3.060213806,      0.2163534862,     -0.4150451591
          0,           0,         395,      -22.66267377,      -4.855407401,      -5.372848089,       -12.8063651,      -13.09201384,      -10.22647305,      -17.23397526,      -22.38428928,      -15.89189901,      -16.14157813,       -19.8250954,     -0.5104608263,      -1.424700363,       3.059581064,      0.2164892829,     -0.4158289235
          0,           0,         396,      -22.65685429,      -4.855645047,      -5.373085738,      -12.80397967,      -13.08955273,      -10.22513137,      -17.23410912,      -22.37783512,      -15.89203247,      -16.14157845,      -19.82525203,     -0.5108264733,      -1.425195724,       3.058949102,      0.2166258727,     -0.4166120854
          0,           0,         397,      -22.65104924,      -4.855881999,      -5.373322694,      -12.80160026,      -13.08709768,        -10.223793,      -17.23424276,      -22.37138819,       -15.8921657,      -16.14157849,      -19.82540839,     -0.5111916223,      -1.425690301,       3.058317921,      0.2167632567,     -0.4173946438
          0,           0,         398,      -22.64525853,      -4.856118259,      -5.373558957,      -12.79922683,      -13.08464866,       -10.2224579,      -17.23437633,      -22.36494875,      -15.89229885,      -16.14157849,      -19.82556462,     -0.5115562741,      -1.426184096,       3.057687519,      0.2169014364,     -0.4181765973
          0,           0,         399,       -22.6394821,      -4.856353827,      -5.373794529,      -12.79685936,      -13.08220563,      -10.22112608,      -17.23450981,      -22.35851701,      -15.89243189,      -16.14157849,       -19.8257207,     -0.5119204297,      -1.426677108,       3.057057895,      0.2170404128,     -0.4189579448
          0,           0,         400,      -22.63371989,      -4.856588706,      -5.374029412,      -12.79449782,      -13.07976858,       -10.2197975,      -17.23464316,      -22.35209321,      -15.89256481,      -16.14157849,       -19.8258766,       -0.51228409,      -1.427169339,       3.056429048,      0.2171801872,     -0.4197386852
          0,           0,         401,      -22.62797183,      -4.856822896,      -5.374263605,      -12.79214217,      -13.07733747,      -10.21847216,       -17.2347764,      -22.34567757,      -15.89269759,      -16.14157849,      -19.82603232,     -0.5126472559,       -1.42766079,       3.055800978,      0.2173207609,     -0.4205188173
          0,           0,         402,      -22.62223786,      -4.857056399,      -5.374497112,      -12.78979239,      -13.07491227,      -10.21715004,      -17.23399664,      -22.33927015,      -15.89191731,      -16.14095673,      -19.82525162,     -0.5130099285,      -1.428151461,       3.055173683,      0.2174621348,     -0.4212983399
          0,           0,         403,       -22.6165179,      -4.857289216,      -5.374729933,      -12.78744845,      -13.07249296,      -10.21583113,      -17.23503064,      -22.33287156,      -15.89295087,       -16.1415686,      -19.82633086,     -0.5133721086,      -1.428641354,       3.054547163,        0.21760431,     -0.4220772517
          0,           0,         404,       -22.6108119,      -4.857521349,       -5.37496207,      -12.78511032,      -13.07007951,      -10.21451541,      -17.23517545,      -22.32648158,      -15.89309518,      -16.14157833,      -19.82649846,     -0.5137337972,      -1.429130468,       3.053921417,      0.2177472878,     -0.4228555517
          0,           0,         405,      -22.60511979,      -4.857752799,      -5.375193523,      -12.78277797,      -13.06767188,      -10.21320287,      -17.23530808,      -22.32010052,       -15.8932273,      -16.14157849,      -19.82665337,     -0.5140949951,      -1.429618805,       3.053296443,       0.217891069,     -0.4236332387
          0,           0,         406,      -22.59944151,      -4.857983567,      -5.375424295,      -12.78045138,      -13.06527006,      -10.21189349,      -17.23544065,      -22.31372856,      -15.89335935,      -16.14157849,      -19.82680816,     -0.5144557033,      -1.430106366,       3.052672242,      0.2180356548,     -0.4244103114
          0,           0,         407,      -22.59377699,      -4.858213654,      -5.375654386,      -12.77813052,      -13.06287401,      -10.21058725,      -17.23557314,      -22.30736586,       -15.8934913,      -16.14157849,       -19.8269628,     -0.5148159227,      -1.430593151,       3.052048811,       0.218181046,     -0.4251867687
          0,           0,         408,      -22.58812618,      -4.858443062,      -5.375883798,      -12.77581536,      -13.06048371,      -10.20928415,      -17.23570552,      -22.30101258,      -15.89362312,      -16.14157849,      -19.82711727,     -0.5151756543,      -1.431079162,        3.05142615,      0.2183272436,     -0.4259626093
          0,           0,         409,      -22.58248901,      -4.858671792,      -5.376112531,      -12.77350587,      -13.05809913,      -10.20798416,      -17.23583777,      -22.29466886,       -15.8937548,      -16.14157849,      -19.82727157,     -0.5155348988,        -1.4315644,       3.050804259,      0.2184742486,     -0.4267378323
          0,           0,         410,      -22.57686541,      -4.858899845,      -5.376340588,      -12.77120203,      -13.05572024,      -10.20668728,      -17.23596991,      -22.28833485,      -15.89388635,      -16.14157849,      -19.82742569,     -0.5158936573,      -1.432048864,       3.050183136,      0.2186220618,     -0.4275124362
          0,           0,         411,      -22.57125534,      -4.859127222,      -5.376567969,      -12.76890381,      -13.05334702,      -10.20539349,      -17.23610193,      -22.28201069,      -15.89401777,      -16.14157849,      -19.82757965,     -0.5162519306,      -1.432532557,       3.049562781,       0.218770684,       -0.42828642
          0,           0,         412,      -22.56565871,      -4.859353925,      -5.376794675,      -12.76661118,      -13.05097944,      -10.20410277,      -17.23623382,       -22.2756965,      -15.89414905,      -16.14157849,      -19.82773343,     -0.5166097196,       -1.43301548,       3.048943192,      0.2189201161,     -0.4290597824
          0,           0,         413,      -22.56007549,      -4.859579954,      -5.377020708,      -12.76432412,      -13.04861747,      -10.20281512,       -17.2363656,       -22.2693924,      -15.89428019,      -16.14157849,      -19.82788705,     -0.5169670252,      -1.433497632,       3.048324369,      0.2190703588,     -0.4298325223
          0,           0,         414,       -22.5545056,      -4.859805311,      -5.377246068,      -12.76204259,      -13.04626109,      -10.20153051,      -17.23593123,      -22.26309846,      -15.89384515,      -16.14119659,      -19.82746038,     -0.5173238483,      -1.433979015,       3.047706311,       0.219221413,     -0.4306046385
          0,           0,         415,      -22.54894899,      -4.860029996,      -5.377470757,      -12.75976658,      -13.04391027,      -10.20024894,      -17.23661752,      -22.25681496,      -15.89453078,      -16.14156979,      -19.82818221,     -0.5176801898,      -1.434459631,       3.047089016,      0.2193732793,     -0.4313761297
          0,           0,         416,       -22.5434056,      -4.860254011,      -5.377694776,      -12.75749606,      -13.04156498,      -10.19897039,      -17.23676011,      -22.25054182,      -15.89467269,      -16.14157829,      -19.82834675,     -0.5180360505,       -1.43493948,       3.046472485,      0.2195259584,     -0.4321469949
          0,           0,         417,      -22.53787536,      -4.860477358,      -5.377918126,        -12.755231,      -13.03922521,      -10.19769484,      -17.23689146,      -22.24427921,      -15.89480334,      -16.14157849,      -19.82849973,     -0.5183914314,      -1.435418562,       3.045856716,       0.219679451,     -0.4329172328
          0,           0,         418,      -22.53235823,      -4.860700036,      -5.378140808,      -12.75297137,      -13.03689092,      -10.19642229,      -17.23702263,      -22.23802723,      -15.89493378,      -16.14157849,      -19.82865249,     -0.5187463332,       -1.43589688,       3.045241709,      0.2198337577,     -0.4336868422
          0,           0,         419,      -22.52685414,      -4.860922047,      -5.378362824,      -12.75071715,      -13.03456209,      -10.19515271,      -17.23715371,      -22.23178595,      -15.89506413,      -16.14157849,      -19.82880511,     -0.5191007569,      -1.436374435,       3.044627462,      0.2199888791,     -0.4344558219
          0,           0,         420,      -22.52136303,      -4.861143393,      -5.378584173,      -12.74846832,       -13.0322387,       -10.1938861,      -17.23728469,      -22.22555547,      -15.89519434,      -16.14157849,      -19.82895757,     -0.5194547034,      -1.436851226,       3.044013975,      0.2201448158,     -0.4352241708
          0,           0,         421,      -22.51588485,      -4.861364074,      -5.378804857,      -12.74622485,      -13.02992071,      -10.19262244,      -17.23741555,      -22.21933586,      -15.89532442,      -16.14157849,      -19.82910988,     -0.5198081734,      -1.437327256,       3.043401247,      0.2203015683,     -0.4359918876
          0,           0,         422,      -22.51041954,       -4.86158409,      -5.379024878,      -12.74398672,      -13.02760811,      -10.19136173,       -17.2375463,      -22.21312721,      -15.89545438,      -16.14157849,      -19.82926202,     -0.5201611679,      -1.437802525,       3.042789277,      0.2204591371,     -0.4367589713
          0,           0,         423,      -22.50496705,       -4.86180343,       -5.37924422,      -12.74175389,      -13.02530087,      -10.19010393,      -17.23767694,      -22.20692957,       -15.8955842,      -16.14157849,      -19.82941401,      -0.520513738,      -1.438277062,       3.042178039,      0.2206175226,      -0.437525421
          0,           0,         424,      -22.49952732,      -4.862022069,      -5.379462864,      -12.73952635,      -13.02299896,      -10.18884906,      -17.23694023,      -22.20074294,      -15.89484666,      -16.14097552,       -19.8286763,     -0.5208659643,      -1.438750911,       3.041567492,      0.2207767254,     -0.4382912356
          0,           0,         425,      -22.49410029,      -4.862240012,       -5.37968081,      -12.73730408,      -13.02070237,      -10.18759708,      -17.23626934,      -22.19456748,      -15.89417493,      -16.14044336,      -19.82800363,     -0.5212178476,       -1.43922407,       3.040957637,      0.2209367458,     -0.4390564138
          0,           0,         426,       -22.4886859,      -4.862457258,       -5.37989806,      -12.73508704,      -13.01841106,      -10.18634799,       -17.2380402,      -22.18840342,      -15.89594486,      -16.14155452,      -19.82984007,     -0.5215693888,       -1.43969654,       3.040348472,      0.2210975842,     -0.4398209546
          0,           0,         427,      -22.48328412,       -4.86267381,      -5.380114616,      -12.73287521,      -13.01612502,      -10.18510177,      -17.23819819,      -22.18225049,      -15.89610195,      -16.14157795,      -19.83002016,     -0.5219205886,      -1.440168319,       3.039739996,       0.221259241,     -0.4405848568
          0,           0,         428,      -22.47789486,       -4.86288967,       -5.38033048,      -12.73066857,      -13.01384422,      -10.18385842,      -17.23832794,      -22.17610887,      -15.89623077,      -16.14157848,      -19.83017104,     -0.5222714478,      -1.440639407,        3.03913221,      0.2214217165,     -0.4413481193
          0,           0,         429,       -22.4725181,       -4.86310484,      -5.380545653,       -12.7284671,      -13.01156864,      -10.18261792,      -17.23845778,      -22.16997861,      -15.89635966,      -16.14157849,      -19.83032196,     -0.5226219673,      -1.441109802,       3.038525113,       0.221585011,     -0.4421107409
          0,           0,         430,      -22.46715376,      -4.863319321,      -5.380760138,      -12.72627077,      -13.00929824,      -10.18138025,      -17.23858764,      -22.16385976,      -15.89648854,      -16.14157849,      -19.83047285,     -0.5229721478,      -1.441579505,       3.037918704,      0.2217491248,     -0.4428727205
          0,           0,         431,      -22.46180181,      -4.863533115,      -5.380973935,      -12.72407955,      -13.00703302,      -10.18014541,      -17.23871741,      -22.15775235,      -15.89661731,      -16.14157849,      -19.83062361,     -0.5233219902,      -1.442048513,       3.037312983,      0.2219140581,     -0.4436340571
          0,           0,         432,      -22.45646217,      -4.863746224,      -5.381187048,      -12.72189344,      -13.00477294,      -10.17891338,      -17.23884708,      -22.15165643,      -15.89674596,      -16.14157849,      -19.83077422,     -0.5236714952,      -1.442516827,       3.036707949,      0.2220798111,     -0.4443947493
          0,           0,         433,      -22.45113481,      -4.863958649,      -5.381399476,      -12.71971239,      -13.00251799,      -10.17768415,      -17.23897664,      -22.14557203,      -15.89687447,      -16.14157849,      -19.83092469,     -0.5240206636,      -1.442984446,       3.036103602,       0.222246384,     -0.4451547962
          0,           0,         434,      -22.44581967,      -4.864170392,      -5.381611224,       -12.7175364,      -13.00026814,      -10.17645771,       -17.2391061,      -22.13949918,      -15.89700286,      -16.14157849,      -19.83107501,     -0.5243694962,      -1.443451369,       3.035499941,      0.2224137769,     -0.4459141966
          0,           0,         435,      -22.44051669,      -4.864381455,       -5.38182229,      -12.71536542,      -12.99802337,      -10.17523404,      -17.23923546,      -22.13343792,      -15.89713111,      -16.14157849,      -19.83122519,     -0.5247179938,      -1.443917595,       3.034896965,      0.2225819899,     -0.4466729492
          0,           0,         436,      -22.43522583,       -4.86459184,      -5.382032679,      -12.71319946,      -12.99578365,      -10.17401314,      -17.23936471,      -22.12738826,      -15.89725924,      -16.14157849,      -19.83137522,     -0.5250661571,      -1.444383123,       3.034294675,      0.2227510232,     -0.4474310531
          0,           0,         437,      -22.42994704,      -4.864801548,      -5.382242391,      -12.71103847,      -12.99354897,      -10.17279499,      -17.23949386,      -22.12135024,      -15.89738724,      -16.14157849,      -19.83152511,     -0.5254139869,      -1.444847954,        3.03369307,      0.2229208767,      -0.448188507
          0,           0,         438,      -22.42468026,      -4.865010581,      -5.382451427,      -12.70888244,       -12.9913193,      -10.17157958,      -17.23962291,      -22.11532387,       -15.8975151,      -16.14157849,      -19.83167485,      -0.525761484,      -1.445312085,       3.033092149,      0.2230915506,     -0.4489453098
          0,           0,         439,      -22.41942544,      -4.865218941,       -5.38265979,      -12.70673135,      -12.98909462,       -10.1703669,      -17.23876192,      -22.10930912,        -15.896653,      -16.14089265,      -19.83080762,     -0.5261086491,      -1.445775516,       3.032491911,      0.2232630447,     -0.4497014604
          0,           0,         440,      -22.41418254,      -4.865426628,      -5.382867482,      -12.70458518,       -12.9868749,      -10.16915693,      -17.23752795,      -22.10330604,      -15.89541792,      -16.13998069,      -19.82955679,      -0.526455483,      -1.446238247,       3.031892357,      0.2234353591,     -0.4504569576
          0,           0,         441,      -22.40895149,      -4.865633646,      -5.383074503,      -12.70244389,      -12.98466013,      -10.16794967,      -17.23916249,      -22.09731483,      -15.89705105,      -16.14099836,      -19.83125301,     -0.5268019863,      -1.446700277,       3.031293485,      0.2236084936,     -0.4512118002
          0,           0,         442,      -22.40373226,      -4.865839995,      -5.383280856,      -12.70030748,      -12.98245029,       -10.1667451,      -17.23939969,      -22.09133525,      -15.89728696,      -16.14107977,      -19.83151356,       -0.52714816,      -1.447161605,       3.030695296,      0.2237824483,     -0.4519659872
          0,           0,         443,       -22.3985248,      -4.866045677,      -5.383486541,      -12.69817591,      -12.98024535,      -10.16554322,      -17.23978366,      -22.08536742,      -15.89766957,      -16.14125729,       -19.8319237,     -0.5274940046,      -1.447622231,       3.030097789,      0.2239572228,     -0.4527195174
          0,           0,         444,      -22.39332905,      -4.866250694,      -5.383691562,      -12.69604917,      -12.97804529,        -10.164344,       -17.2394871,      -22.07941129,      -15.89737171,       -16.1409813,      -19.83163672,      -0.527839521,      -1.448082153,       3.029500963,      0.2241328172,     -0.4534723897
          0,           0,         445,      -22.38814496,      -4.866455047,      -5.383895918,      -12.69392724,      -12.97585009,      -10.16314744,      -17.23906637,      -22.07346691,      -15.89694966,      -16.14061967,      -19.83122122,     -0.5281847098,      -1.448541371,       3.028904817,      0.2243092312,     -0.4542246029
          0,           0,         446,      -22.38297249,      -4.866658737,      -5.384099613,      -12.69181009,      -12.97365973,      -10.16195354,      -17.23953326,      -22.06753431,       -15.8974151,      -16.14084047,      -19.83171795,     -0.5285295719,      -1.448999885,       3.028309352,      0.2244864646,     -0.4549761558
          0,           0,         447,      -22.37781159,      -4.866861767,      -5.384302647,      -12.68969771,      -12.97147419,      -10.16076226,      -17.23973978,      -22.06161346,      -15.89762015,      -16.14088973,      -19.83194692,     -0.5288741079,      -1.449457694,       3.027714567,      0.2246645171,     -0.4557270474
          0,           0,         448,      -22.37266222,      -4.867064139,      -5.384505021,      -12.68759007,      -12.96929344,      -10.15957362,      -17.23885498,      -22.05570432,      -15.89673402,      -16.14021002,      -19.83105148,     -0.5292183185,      -1.449914796,       3.027120461,      0.2248433885,     -0.4564772765
          0,           0,         449,      -22.36752431,      -4.867265852,      -5.384706739,      -12.68548715,      -12.96711748,      -10.15838758,      -17.24039699,      -22.04980704,      -15.89827431,      -16.14114968,      -19.83265562,     -0.5295622046,      -1.450371192,       3.026527034,      0.2250230785,     -0.4572268419
          0,           0,         450,      -22.36239784,       -4.86746691,        -5.3849078,      -12.68338893,      -12.96494627,      -10.15720415,      -17.24078907,      -22.04392147,      -15.89866479,      -16.14132719,      -19.83307565,     -0.5299057667,       -1.45082688,       3.025934286,      0.2252035867,     -0.4579757426
          0,           0,         451,      -22.35728275,      -4.867667313,      -5.385108207,      -12.68129539,      -12.96277979,      -10.15602332,      -17.24107189,      -22.03804765,        -15.898946,       -16.1414312,       -19.8333831,     -0.5302490056,      -1.451281861,       3.025342215,      0.2253849127,     -0.4587239773
          0,           0,         452,      -22.35217898,      -4.867867064,      -5.385307961,      -12.67920651,      -12.96061803,      -10.15484506,      -17.24131452,      -22.03218557,      -15.89918698,      -16.14150819,      -19.83364918,      -0.530591922,      -1.451736133,       3.024750823,      0.2255670562,     -0.4594715449
          0,           0,         453,      -22.34708651,      -4.868066163,      -5.385507064,      -12.67712227,      -12.95846097,      -10.15366938,      -17.24150269,      -22.02633524,      -15.89937347,       -16.1415491,      -19.83385922,     -0.5309345167,      -1.452189695,       3.024160107,      0.2257500168,     -0.4602184443
          0,           0,         454,      -22.34200528,      -4.868264612,      -5.385705517,      -12.67504265,      -12.95630859,      -10.15249625,      -17.24165632,      -22.02049665,       -15.8995254,      -16.14156707,      -19.83403369,     -0.5312767902,      -1.452642548,       3.023570068,      0.2259337939,     -0.4609646744
          0,           0,         455,      -22.33693524,      -4.868462413,      -5.385903322,      -12.67296763,      -12.95416086,      -10.15132568,      -17.24179332,      -22.01466979,      -15.89966065,      -16.14157391,      -19.83419103,     -0.5316187434,       -1.45309469,       3.022980705,      0.2261183871,      -0.461710234
          0,           0,         456,      -22.33187636,      -4.868659568,       -5.38610048,      -12.67089719,      -12.95201776,      -10.15015764,      -17.24192421,      -22.00885465,      -15.89978976,      -16.14157659,      -19.83434204,     -0.5319603769,      -1.453546121,       3.022392018,       0.226303796,      -0.462455122
          0,           0,         457,      -22.32682858,      -4.868856076,      -5.386296992,      -12.66883131,      -12.94987928,      -10.14899214,      -17.24205276,      -22.00305122,      -15.89991649,      -16.14157767,      -19.83449063,     -0.5323016914,       -1.45399684,       3.021804006,      0.2264900199,     -0.4631993372
          0,           0,         458,      -22.32179186,      -4.869051941,      -5.386492861,      -12.66676997,       -12.9477454,      -10.14782915,      -17.24218039,       -21.9972595,      -15.90004226,      -16.14157813,      -19.83463823,     -0.5326426876,      -1.454446847,       3.021216669,      0.2266770583,     -0.4639428785
          0,           0,         459,      -22.31676616,      -4.869247164,      -5.386688087,      -12.66471315,       -12.9456161,      -10.14666866,       -17.2423076,      -21.99147946,      -15.90016757,      -16.14157832,      -19.83478537,     -0.5329833662,      -1.454896141,       3.020630006,      0.2268649105,     -0.4646857448
          0,           0,         460,      -22.31175143,      -4.869441745,      -5.386882672,      -12.66266084,      -12.94349136,      -10.14551068,      -17.24243461,       -21.9857111,      -15.90029263,      -16.14157841,      -19.83493227,     -0.5333237279,       -1.45534472,       3.020044018,      0.2270535761,     -0.4654279349
          0,           0,         461,      -22.30674763,      -4.869635688,      -5.387076618,        -12.660613,      -12.94137115,      -10.14435518,      -17.24256148,       -21.9799544,      -15.90041751,      -16.14157845,        -19.835079,     -0.5336637733,      -1.455792586,       3.019458703,      0.2272430543,     -0.4661694478
          0,           0,         462,      -22.30175471,      -4.869828992,      -5.387269926,      -12.65856963,      -12.93925547,      -10.14320216,      -17.24268824,      -21.97420934,      -15.90054225,      -16.14157847,      -19.83522559,     -0.5340035031,      -1.456239737,       3.018874061,      0.2274333444,     -0.4669102822
          0,           0,         463,      -22.29677263,      -4.870021659,      -5.387462597,       -12.6565307,      -12.93714429,      -10.14205161,      -17.24276385,      -21.96847592,      -15.90061579,      -16.14154526,      -19.83531947,      -0.534342918,      -1.456686172,       3.018290092,      0.2276244458,      -0.467650437
          0,           0,         464,      -22.29180135,      -4.870213691,      -5.387654633,      -12.65449619,      -12.93503759,      -10.14090351,      -17.24283572,      -21.96275411,      -15.90068556,      -16.14150962,      -19.83540947,     -0.5346820187,      -1.457131891,       3.017706795,      0.2278163577,     -0.4683899111
          0,           0,         465,      -22.28684082,       -4.87040509,      -5.387846035,       -12.6524661,      -12.93293536,      -10.13975786,      -17.24276864,      -21.95704389,      -15.90061636,      -16.14138351,       -19.8353563,     -0.5350208058,      -1.457576893,        3.01712417,      0.2280090792,     -0.4691287034
